player;nationality;position;squad;age;birth_year;value;height;position2;foot;league;games;games_starts;minutes;goals;assists;pens_made;pens_att;cards_yellow;cards_red;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;xg;npxg;xa;xg_per90;xa_per90;xg_xa_per90;npxg_per90;npxg_xa_per90;minutes_90s;shots_total;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_total_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;npxg_per_shot;xg_net;npxg_net;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;xa_net;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_pressure;passes_switches;crosses;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_ground;passes_low;passes_high;passes_left_foot;passes_right_foot;passes_head;throw_ins;passes_other_body;passes_offsides;passes_oob;passes_intercepted;passes_blocked;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;gca_og_for;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;pressures;pressure_regains;pressure_regain_pct;pressures_def_3rd;pressures_mid_3rd;pressures_att_3rd;blocks;blocked_shots;blocked_shots_saves;blocked_passes;interceptions;clearances;errors;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;players_dribbled_past;nutmegs;carries;carry_distance;carry_progressive_distance;pass_targets;passes_received;passes_received_pct;miscontrols;dispossessed;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct;games_gk;games_starts_gk;minutes_gk;goals_against_gk;goals_against_per90_gk;shots_on_target_against;saves;save_pct;wins_gk;draws_gk;losses_gk;clean_sheets;clean_sheets_pct;pens_att_gk;pens_allowed;pens_saved;pens_missed_gk;minutes_90s_gk;free_kick_goals_against_gk;corner_kick_goals_against_gk;own_goals_against_gk;psxg_gk;psnpxg_per_shot_on_target_against;psxg_net_gk;psxg_net_per90_gk;passes_completed_launched_gk;passes_launched_gk;passes_pct_launched_gk;passes_gk;passes_throws_gk;pct_passes_launched_gk;passes_length_avg_gk;goal_kicks;pct_goal_kicks_launched;goal_kick_length_avg;crosses_gk;crosses_stopped_gk;crosses_stopped_pct_gk;def_actions_outside_pen_area_gk;def_actions_outside_pen_area_per90_gk;avg_distance_def_actions_gk;goalsm;assistsm;pens_madem;pens_attm;cards_yellowm;cards_redm;goals_per90m;assists_per90m;goals_assists_per90m;goals_pens_per90m;goals_assists_pens_per90m;xgm;npxgm;xam;xg_per90m;xa_per90m;xg_xa_per90m;npxg_per90m;npxg_xa_per90m;minutes_90sm;shots_totalm;shots_on_targetm;shots_free_kicksm;shots_on_target_pctm;shots_total_per90m;shots_on_target_per90m;goals_per_shotm;goals_per_shot_on_targetm;npxg_per_shotm;xg_netm;npxg_netm;passes_completedm;passesm;passes_pctm;passes_total_distancem;passes_progressive_distancem;passes_completed_shortm;passes_shortm;passes_pct_shortm;passes_completed_mediumm;passes_mediumm;passes_pct_mediumm;passes_completed_longm;passes_longm;passes_pct_longm;xa_netm;assisted_shotsm;passes_into_final_thirdm;passes_into_penalty_aream;crosses_into_penalty_aream;progressive_passesm;passes_livem;passes_deadm;passes_free_kicksm;through_ballsm;passes_pressurem;passes_switchesm;crossesm;corner_kicksm;corner_kicks_inm;corner_kicks_outm;corner_kicks_straightm;passes_groundm;passes_lowm;passes_highm;passes_left_footm;passes_right_footm;passes_headm;throw_insm;passes_other_bodym;passes_offsidesm;passes_oobm;passes_interceptedm;passes_blockedm;scam;sca_per90m;sca_passes_livem;sca_passes_deadm;sca_dribblesm;sca_shotsm;sca_fouledm;gcam;gca_per90m;gca_passes_livem;gca_passes_deadm;gca_dribblesm;gca_shotsm;gca_fouledm;gca_og_form;tacklesm;tackles_wonm;tackles_def_3rdm;tackles_mid_3rdm;tackles_att_3rdm;dribble_tacklesm;dribbles_vsm;dribble_tackles_pctm;dribbled_pastm;pressuresm;pressure_regainsm;pressure_regain_pctm;pressures_def_3rdm;pressures_mid_3rdm;pressures_att_3rdm;blocksm;blocked_shotsm;blocked_shots_savesm;blocked_passesm;interceptionsm;clearancesm;errorsm;touchesm;touches_def_pen_aream;touches_def_3rdm;touches_mid_3rdm;touches_att_3rdm;touches_att_pen_aream;touches_live_ballm;dribbles_completedm;dribblesm;dribbles_completed_pctm;players_dribbled_pastm;nutmegsm;carriesm;carry_distancem;carry_progressive_distancem;pass_targetsm;passes_receivedm;passes_received_pctm;miscontrolsm;dispossessedm;cards_yellow_redm;foulsm;fouledm;offsidesm;pens_wonm;pens_concededm;own_goalsm;ball_recoveriesm;aerials_wonm;aerials_lostm;aerials_won_pctm;games_gkm;games_starts_gkm;minutes_gkm;goals_against_gkm;goals_against_per90_gkm;shots_on_target_againstm;savesm;save_pctm;wins_gkm;draws_gkm;losses_gkm;clean_sheetsm;clean_sheets_pctm;pens_att_gkm;pens_allowedm;pens_savedm;pens_missed_gkm;minutes_90s_gkm;free_kick_goals_against_gkm;corner_kick_goals_against_gkm;own_goals_against_gkm;psxg_gkm;psnpxg_per_shot_on_target_againstm;psxg_net_gkm;psxg_net_per90_gkm;passes_completed_launched_gkm;passes_launched_gkm;passes_pct_launched_gkm;passes_gkm;passes_throws_gkm;pct_passes_launched_gkm;passes_length_avg_gkm;goal_kicksm;pct_goal_kicks_launchedm;goal_kick_length_avgm;crosses_gkm;crosses_stopped_gkm;crosses_stopped_pct_gkm;def_actions_outside_pen_area_gkm;def_actions_outside_pen_area_per90_gkm;avg_distance_def_actions_gkm;LgRk;MP;W;D;L;GF;GA;GDiff;Pts;Pts/G;xG;xGA;xGDiff;xGDiff/90;Attendance;CL;WinCL;CLBestScorer;Season
Pere Pons;es ESP;MF;Alav_©s;26;1993;3500000;177;Midfielder - Defensive Midfield;right;La Liga;30;7;1088;1;1;0;0;3;0;0.08;0.08;0.17;0.08;0.17;0.2;0.2;0.9;0.02;0.08;0.1;0.02;0.1;12.1;4;1;0;25;0.33;0.08;0.25;1;0.06;0.8;0.8;280;378;74.1;4900;1105;143;172;83.1;97;127;76.4;33;58;56.9;0.1;5;9;4;1;17;366;12;7;2;101;11;8;0;0;0;0;240;62;76;59;272;25;1;5;0;7;4;12;10;0.83;9;0;0;0;1;2;0.17;1;0;0;0;1;0;25;20;10;13;2;8;15;53.3;7;248;65;26.2;78;136;34;18;3;0;15;9;13;0;509;17;111;321;104;15;498;4;15;26.7;7;0;304;1770;897;363;309;85.1;24;16;0;24;14;0;1;0;0;110;18;15;54.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000919118;0.000919118;0;0;0.002757353;0;7.35E-05;7.35E-05;0.00015625;7.35E-05;0.00015625;0.000183824;0.000183824;0.000827206;1.84E-05;7.35E-05;9.19E-05;1.84E-05;9.19E-05;0.011121324;0.003676471;0.000919118;0;0.022977941;0.000303309;7.35E-05;0.000229779;0.000919118;5.51E-05;0.000735294;0.000735294;0.257352941;0.347426471;0.068106618;4.503.676.471;1.015.625;0.131433824;0.158088235;0.076378676;0.089154412;0.116727941;0.070220588;0.030330882;0.053308824;0.052297794;9.19E-05;0.004595588;0.008272059;0.003676471;0.000919118;0.015625;0.336397059;0.011029412;0.006433824;0.001838235;0.092830882;0.010110294;0.007352941;0;0;0;0;0.220588235;0.056985294;0.069852941;0.054227941;0.25;0.022977941;0.000919118;0.004595588;0;0.006433824;0.003676471;0.011029412;0.009191176;0.000762868;0.008272059;0;0;0;0.000919118;0.001838235;0.00015625;0.000919118;0;0;0;0.000919118;0;0.022977941;0.018382353;0.009191176;0.011948529;0.001838235;0.007352941;0.013786765;0.048988971;0.006433824;0.227941176;0.059742647;0.024080882;0.071691176;0.125;0.03125;0.016544118;0.002757353;0;0.013786765;0.008272059;0.011948529;0;0.467830882;0.015625;0.102022059;0.295036765;0.095588235;0.013786765;0.457720588;0.003676471;0.013786765;0.024540441;0.006433824;0;0.279411765;1.626.838.235;0.824448529;0.333639706;0.284007353;0.078216912;0.022058824;0.014705882;0;0.022058824;0.012867647;0;0.000919118;0;0;0.101102941;0.016544118;0.013786765;0.050091912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;38;10;9;19;34;59;-25;39;1.03;37;53.2;-16.2;-0.43;12,177;0;0;0;201920#
Ludovic Butelle;fr FRA;GK;Angers;36;1983;25000;188;Goalkeeper;left;Ligue 1;26;26;2340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;449;696;64.5;15322;10272;57;58;98.3;168;172;97.7;219;461;47.5;0;1;8;1;0;0;414;282;79;0;46;11;0;0;0;0;0;265;49;382;322;206;2;0;115;1;15;1;0;2;0.08;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;9;2;22.2;8;0;1;1;0;0;1;0;3;2;739;624;737;6;0;0;461;0;0;0;0;0;305;2000;1176;219;214;97.7;1;0;0;0;5;0;0;0;0;129;0;0;0;26;26;2340;32;1.23;78;50;0.628;10;6;10;11;42.3;3;3;0;0;26;1;1;1;24.4;0.28;-6.6;-0.25;149;384;38.8;493;114;47.5;39.8;203;73.9;52.5;185;15;8.1;21;0.81;14.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011111111;0;0;0;0;0;0;0;0;0;0;0;0.191880342;0.297435897;0.027564103;6.547.863.248;438.974.359;0.024358974;0.024786325;0.042008547;0.071794872;0.073504274;0.041752137;0.093589744;0.197008547;0.020299145;0;0.00042735;0.003418803;0.00042735;0;0;0.176923077;0.120512821;0.033760684;0;0.01965812;0.004700855;0;0;0;0;0;0.113247863;0.020940171;0.163247863;0.137606838;0.088034188;0.000854701;0;0.049145299;0.00042735;0.006410256;0.00042735;0;0.000854701;3.42E-05;0.00042735;0.00042735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00042735;0;0.00042735;0.003846154;0.000854701;0.009487179;0.003418803;0;0.00042735;0.00042735;0;0;0.00042735;0;0.001282051;0.000854701;0.315811966;0.266666667;0.314957265;0.002564103;0;0;0.197008547;0;0;0;0;0;0.13034188;0.854700855;0.502564103;0.093589744;0.091452991;0.041752137;0.00042735;0;0;0;0.002136752;0;0;0;0;0.055128205;0;0;0;0.011111111;0.011111111;1;0.013675214;0.000525641;0.033333333;0.021367521;0.000268376;0.004273504;0.002564103;0.004273504;0.004700855;0.018076923;0.001282051;0.001282051;0;0;0.011111111;0.00042735;0.00042735;0.00042735;0.01042735;0.000119658;-0.002820513;-0.000106838;0.063675214;0.164102564;0.016581197;0.210683761;0.048717949;0.020299145;0.017008547;0.086752137;0.031581197;0.022435897;0.079059829;0.006410256;0.003461538;0.008974359;0.000346154;0.006367521;11;28;11;6;11;28;33;-5;39;1.39;27;28.7;-1.7;-0.06;9825;0;0;0;201920#
Martinelli;br BRA;FW;Arsenal;18;2001;25000000;180;Forward - Left Winger;right;Premier League;14;6;663;3;0;0;0;1;0;0.41;0;0.41;0.41;0.41;2.3;2.3;0.3;0.31;0.04;0.34;0.31;0.34;7.4;12;5;0;41.7;1.63;0.68;0.25;0.6;0.19;0.7;0.7;86;138;62.3;1243;373;58;76;76.3;19;39;48.7;7;10;70;-0.3;2;2;6;1;10;136;2;1;1;41;1;16;0;0;0;0;78;32;28;23;102;7;1;1;0;0;5;13;7;0.95;5;0;1;0;1;0;0;0;0;0;0;0;0;23;13;12;9;2;5;16;31.3;11;247;69;27.9;88;101;58;20;1;0;19;2;7;0;275;10;62;111;131;40;273;11;29;37.9;12;0;189;1839;1245;311;181;58.2;24;21;0;9;10;2;0;0;0;34;7;32;17.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004524887;0;0;0;0.001508296;0;0.000618401;0;0.000618401;0.000618401;0.000618401;0.00346908;0.00346908;0.000452489;0.000467572;6.03E-05;0.000512821;0.000467572;0.000512821;0.011161388;0.018099548;0.007541478;0;0.062895928;0.002458522;0.001025641;0.000377074;0.000904977;0.000286576;0.001055807;0.001055807;0.129713424;0.208144796;0.093966817;1.874.811.463;0.562594268;0.087481146;0.114630468;0.115082956;0.028657617;0.058823529;0.073453997;0.010558069;0.015082956;0.105580694;-0.000452489;0.003016591;0.003016591;0.009049774;0.001508296;0.015082956;0.205128205;0.003016591;0.001508296;0.001508296;0.061840121;0.001508296;0.02413273;0;0;0;0;0.117647059;0.04826546;0.042232278;0.034690799;0.153846154;0.010558069;0.001508296;0.001508296;0;0;0.007541478;0.019607843;0.010558069;0.001432881;0.007541478;0;0.001508296;0;0.001508296;0;0;0;0;0;0;0;0;0.034690799;0.019607843;0.018099548;0.013574661;0.003016591;0.007541478;0.02413273;0.047209653;0.016591252;0.37254902;0.104072398;0.042081448;0.132730015;0.152337858;0.087481146;0.030165913;0.001508296;0;0.028657617;0.003016591;0.010558069;0;0.414781297;0.015082956;0.093514329;0.167420814;0.197586727;0.060331825;0.411764706;0.016591252;0.043740573;0.057164404;0.018099548;0;0.285067873;2.773.755.656;1.877.828.054;0.46907994;0.273001508;0.087782805;0.036199095;0.031674208;0;0.013574661;0.015082956;0.003016591;0;0;0;0.051282051;0.010558069;0.04826546;0.026998492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;38;14;14;10;56;48;8;56;1.47;49.2;56.6;-7.3;-0.19;47589;0;0;0;201920#
John McGinn;sco SCO;MF;Aston Villa;24;1994;16000000;178;Midfielder - Central Midfield;left;Premier League;28;27;2312;3;3;0;0;3;0;0.12;0.12;0.23;0.12;0.23;3.8;3.8;2.4;0.15;0.1;0.24;0.15;0.24;25.7;55;19;0;34.5;2.14;0.74;0.05;0.16;0.07;-0.8;-0.8;584;772;75.6;13625;3883;190;226;84.1;241;292;82.5;140;216;64.8;0.6;40;71;30;9;90;700;72;30;3;168;74;42;25;16;4;2;446;113;213;550;174;25;4;4;7;17;10;23;96;3.74;69;10;7;2;5;9;0.35;6;1;1;0;1;0;58;40;24;21;13;20;66;30.3;46;508;144;28.3;137;254;117;32;2;0;30;20;20;1;1105;43;215;532;439;75;1042;53;69;76.8;55;0;769;5339;2811;826;684;82.8;37;57;0;37;65;0;0;0;0;205;22;30;42.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001297578;0.001297578;0;0;0.001297578;0;5.19E-05;5.19E-05;9.95E-05;5.19E-05;9.95E-05;0.001643599;0.001643599;0.001038062;6.49E-05;4.33E-05;0.000103806;6.49E-05;0.000103806;0.011115917;0.023788927;0.008217993;0;0.014922145;0.000925606;0.000320069;2.16E-05;6.92E-05;3.03E-05;-0.000346021;-0.000346021;0.252595156;0.333910035;0.032698962;589.316.609;167.949.827;0.082179931;0.097750865;0.036375433;0.104238754;0.126297578;0.035683391;0.060553633;0.093425606;0.028027682;0.000259516;0.017301038;0.030709343;0.012975779;0.003892734;0.038927336;0.302768166;0.031141869;0.012975779;0.001297578;0.07266436;0.03200692;0.01816609;0.010813149;0.006920415;0.001730104;0.000865052;0.192906574;0.048875433;0.092128028;0.237889273;0.075259516;0.010813149;0.001730104;0.001730104;0.003027682;0.007352941;0.00432526;0.009948097;0.041522491;0.001617647;0.029844291;0.00432526;0.003027682;0.000865052;0.00216263;0.003892734;0.000151384;0.002595156;0.000432526;0.000432526;0;0.000432526;0;0.025086505;0.017301038;0.010380623;0.009083045;0.005622837;0.008650519;0.028546713;0.013105536;0.019896194;0.219723183;0.062283737;0.012240484;0.059256055;0.109861592;0.050605536;0.01384083;0.000865052;0;0.012975779;0.008650519;0.008650519;0.000432526;0.477941176;0.018598616;0.09299308;0.230103806;0.189878893;0.032439446;0.450692042;0.022923875;0.029844291;0.033217993;0.023788927;0;0.332612457;2.309.256.055;121.583.045;0.357266436;0.295847751;0.035813149;0.01600346;0.024653979;0;0.01600346;0.028114187;0;0;0;0;0.08866782;0.009515571;0.012975779;0.018295848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;38;9;8;21;41;67;-26;35;0.92;40.1;65.9;-25.8;-0.68;28505;0;0;0;201920#
Robin Gosens;de GER;DF;Atalanta;25;1994;20000000;183;Defender - Left-Back;left;Serie A;34;31;2617;9;7;0;0;3;0;0.31;0.24;0.55;0.31;0.55;5.9;5.9;3.4;0.2;0.12;0.32;0.2;0.32;29.1;52;20;0;38.5;1.79;0.69;0.17;0.45;0.11;3.1;3.1;1179;1503;78.4;19069;7355;666;743;89.6;401;517;77.6;93;181;51.4;3.6;36;78;47;15;150;1348;155;11;1;228;29;72;0;0;0;0;914;303;286;1139;137;51;144;1;2;24;22;42;71;2.44;57;2;1;4;3;12;0.41;10;0;0;1;0;0;60;32;23;26;11;18;55;32.7;37;361;111;30.7;116;153;92;56;11;0;45;17;58;0;1840;46;394;841;695;121;1690;16;46;34.8;20;1;1192;6066;3729;1392;1250;89.8;32;17;0;30;38;6;0;0;0;225;43;23;65.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003439052;0.002674818;0;0;0.001146351;0;0.000118456;9.17E-05;0.000210164;0.000118456;0.000210164;0.00225449;0.00225449;0.001299198;7.64E-05;4.59E-05;0.000122277;7.64E-05;0.000122277;0.011119603;0.01987008;0.007642339;0;0.014711502;0.000683989;0.000263661;6.50E-05;0.000171953;4.20E-05;0.001184562;0.001184562;0.450515858;0.574321742;0.029957967;7.286.587.696;2.810.470.004;0.254489874;0.283912877;0.034237677;0.153228888;0.197554452;0.029652274;0.035536874;0.069163164;0.01964081;0.001375621;0.013756209;0.02980512;0.017959496;0.005731754;0.057317539;0.515093619;0.059228124;0.004203286;0.000382117;0.08712266;0.011081391;0.027512419;0;0;0;0;0.349254872;0.115781429;0.109285441;0.435231181;0.052350019;0.019487963;0.055024838;0.000382117;0.000764234;0.009170806;0.008406572;0.016048911;0.027130302;0.000932365;0.021780665;0.000764234;0.000382117;0.001528468;0.001146351;0.004585403;0.000156668;0.003821169;0;0;0.000382117;0;0;0.022927016;0.012227742;0.008788689;0.00993504;0.004203286;0.006878105;0.021016431;0.012495224;0.014138326;0.137944211;0.042414979;0.01173099;0.044325564;0.05846389;0.035154757;0.021398548;0.004203286;0;0.017195262;0.006495988;0.022162782;0;0.703095147;0.017577379;0.15055407;0.321360336;0.265571265;0.046236148;0.645777608;0.006113871;0.017577379;0.013297669;0.007642339;0.000382117;0.455483378;2.317.921.284;1.424.914.024;0.531906763;0.47764616;0.0343141;0.012227742;0.006495988;0;0.011463508;0.014520443;0.002292702;0;0;0;0.085976309;0.016431028;0.008788689;0.024914024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;38;23;9;6;98;48;50;78;2.05;81.9;41.4;40.4;1.06;11167;1;0;0;201920#
Josip Ilicic;si SVN;FW;Atalanta;31;1988;15000000;190;Forward - Second Striker;left;Serie A;26;21;1663;15;5;0;0;1;1;0.81;0.27;1.08;0.81;1.08;9.2;9.2;6.9;0.5;0.37;0.87;0.5;0.87;18.5;81;36;6;44.4;4.38;1.95;0.19;0.42;0.11;5.8;5.8;773;964;80.2;13734;3922;382;428;89.3;268;313;85.6;101;162;62.3;-1.9;58;64;61;4;117;880;84;29;12;228;48;34;37;5;21;3;668;155;141;783;159;7;7;6;2;20;16;40;133;7.2;93;8;8;11;10;22;1.19;11;1;3;3;3;1;28;21;8;13;7;7;30;23.3;23;328;87;26.5;31;157;140;19;0;0;19;7;6;0;1306;6;97;569;770;139;1228;63;109;57.8;69;4;1056;7714;4469;1310;1049;80.1;44;65;0;11;59;3;2;0;0;105;3;22;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009019844;0.003006615;0;0;0.000601323;0.000601323;0.000487072;0.000162357;0.000649429;0.000487072;0.000649429;0.005532171;0.005532171;0.004149128;0.000300661;0.000222489;0.000523151;0.000300661;0.000523151;0.011124474;0.048707156;0.021647625;0.003607937;0.026698737;0.002633794;0.00117258;0.000114251;0.000252556;6.61E-05;0.003487673;0.003487673;0.46482261;0.579675286;0.048226097;8.258.568.851;2.358.388.455;0.229705352;0.257366206;0.053698136;0.16115454;0.188214071;0.051473241;0.060733614;0.097414311;0.037462417;-0.001142514;0.034876729;0.038484666;0.036680698;0.002405292;0.070354781;0.529164161;0.050511124;0.017438364;0.007215875;0.137101624;0.0288635;0.020444979;0.022248948;0.003006615;0.012627781;0.001803969;0.401683704;0.093205051;0.08478653;0.470835839;0.095610343;0.00420926;0.00420926;0.003607937;0.001202646;0.012026458;0.009621167;0.024052916;0.079975947;0.004329525;0.055923031;0.004810583;0.004810583;0.006614552;0.006013229;0.013229104;0.000715574;0.006614552;0.000601323;0.001803969;0.001803969;0.001803969;0.000601323;0.016837041;0.012627781;0.004810583;0.007817198;0.00420926;0.00420926;0.018039687;0.014010824;0.013830427;0.197233915;0.052315093;0.015935057;0.01864101;0.094407697;0.084185207;0.011425135;0;0;0.011425135;0.00420926;0.003607937;0;0.785327721;0.003607937;0.058328322;0.342152736;0.463018641;0.083583885;0.738424534;0.037883343;0.065544197;0.034756464;0.041491281;0.002405292;0.634996993;4.638.604.931;2.687.312.087;0.787733013;0.630787733;0.048165965;0.026458208;0.039085989;0;0.006614552;0.035478052;0.001803969;0.001202646;0;0;0.063138906;0.001803969;0.013229104;0.007215875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;38;23;9;6;98;48;50;78;2.05;81.9;41.4;40.4;1.06;11167;1;0;0;201920#
Andreas Luthe;de GER;GK;Augsburg;32;1987;40000;195;Goalkeeper;right;Bundesliga;10;10;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;294;419;70.2;9153;4738;33;34;97.1;148;149;99.3;113;235;48.1;0;0;2;0;0;0;302;117;26;0;25;8;0;0;0;0;0;211;26;182;39;305;0;0;51;1;16;0;3;1;0.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;445;413;445;0;0;0;329;0;0;0;0;0;246;1100;536;204;204;100;0;0;0;0;2;0;0;0;0;74;0;0;0;10;10;900;12;1.2;35;23;0.657;3;3;4;3;30;0;0;0;0;10;0;0;1;14;0.42;3;0.3;71;190;37.4;328;50;43.6;39.3;91;51.6;43;113;12;10.6;4;0.4;13.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011111111;0;0;0;0;0;0;0;0;0;0;0;0.326666667;0.465555556;0.078;10.17;5.264.444.444;0.036666667;0.037777778;0.107888889;0.164444444;0.165555556;0.110333333;0.125555556;0.261111111;0.053444444;0;0;0.002222222;0;0;0;0.335555556;0.13;0.028888889;0;0.027777778;0.008888889;0;0;0;0;0;0.234444444;0.028888889;0.202222222;0.043333333;0.338888889;0;0;0.056666667;0.001111111;0.017777778;0;0.003333333;0.001111111;0.000111111;0.001111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002222222;0;0.002222222;0;0;0;0;0;0;0;0;0;0;0;0.001111111;0;0.494444444;0.458888889;0.494444444;0;0;0;0.365555556;0;0;0;0;0;0.273333333;1.222.222.222;0.595555556;0.226666667;0.226666667;0.111111111;0;0;0;0;0.002222222;0;0;0;0;0.082222222;0;0;0;0.011111111;0.011111111;1;0.013333333;0.001333333;0.038888889;0.025555556;0.00073;0.003333333;0.003333333;0.004444444;0.003333333;0.033333333;0;0;0;0;0.011111111;0;0;0.001111111;0.015555556;0.000466667;0.003333333;0.000333333;0.078888889;0.211111111;0.041555556;0.364444444;0.055555556;0.048444444;0.043666667;0.101111111;0.057333333;0.047777778;0.125555556;0.013333333;0.011777778;0.004444444;0.000444444;0.014666667;15;34;9;9;16;45;63;-18;36;1.06;42.1;54.9;-12.9;-0.38;20265;0;0;0;201920#
